,Copies,Helstrom sim,Fidelity sim
0,1,0.07714801892489893,0.014220096953360446
0,2,0.10678984685739316,0.02749237213893537
0,3,0.12804550724827643,0.039876550622694705
0,4,0.14478397182299554,0.05142916210319451
0,5,0.1585475596169916,0.062203577328867256
0,6,0.1701494988021757,0.07225007617006815
0,7,0.1800860136825352,0.08161593923682275
0,8,0.18868883973054015,0.09034555647595631
0,9,0.1961940872547122,0.09848054745889809
0,10,0.20277764625628303,0.10605988912733816
0,11,0.20857515518762587,0.11312004763464263
0,12,0.2136940776591436,0.11969511163712274
0,13,0.21822141653944704,0.1258169249766867
0,14,0.22222886330678454,0.13151521717665834
0,15,0.22577636239232216,0.1368177305637
0,16,0.2289146546127517,0.14175034314602147
0,17,0.23168713969361657,0.14633718663405576
0,18,0.23413127091194155,0.15060075919514118
0,19,0.23627961984416138,0.15456203269734883
0,20,0.23816070321424215,0.15824055432680845
0,21,0.23979963474464705,0.16165454256386746
0,22,0.24121864599165332,0.1648209775813376
0,23,0.24243750753384052,0.16775568618716505
0,24,0.24347387328823378,0.17047342147766273
0,25,0.24434356475606012,0.17298793739885424
0,26,0.24506080777501238,0.17531205843507602
0,27,0.245638431317531,0.1774577446574895
0,28,0.2460880356588748,0.1794361523725209
0,29,0.24642013560047304,0.18125769061267477
0,30,0.24664428320785028,0.1829320737106278
0,31,0.24676917359414027,0.1844683701933177
0,32,0.2468027365699163,0.1858750482261381
0,33,0.24675221643161613,0.18716001782925887
0,34,0.24662424173294958,0.18833067007894908
0,35,0.24642488654757802,0.18939391349680654
0,36,0.24615972446473508,0.19035620781946197
0,37,0.24583387634673054,0.19122359533084793
0,38,0.24545205270609885,0.19200172992854705
0,39,0.2450185914216006,0.19269590408543066
0,40,0.24453749139941738,0.1933110738576509
0,41,0.24401244269330247,0.19385188208028029
0,42,0.24344685352110854,0.19432267988252303
0,43,0.2428438745519697,0.19472754664545955
0,44,0.24220642078550308,0.19507030851676427
0,45,0.24153719130043,0.19535455558879405
0,46,0.2408386871126703,0.19558365783890405
0,47,0.24011322735164978,0.19576077992364158
0,48,0.23936296393682738,0.19588889491185937
0,49,0.2385898949136925,0.19597079703550305
0,50,0.23779587658899745,0.19600911353105746
0,51,0.2369826345882547,0.19600631563913498
0,52,0.23615177394407397,0.1959647288246685
0,53,0.23530478831144566,0.19588654227554816
0,54,0.23444306839515075,0.19577381773306746
0,55,0.23356790966513372,0.19562849770360105
0,56,0.23268051942732326,0.1954524130971984
0,57,0.231782023310183,0.1952472903352294
0,58,0.2308734712209383,0.19501475796615864
0,59,0.22995584281981865,0.19475635282543244
0,60,0.22903005255569506,0.19447352577282462
0,61,0.2280969543021388,0.19416764703801842
0,62,0.22715734562907766,0.1938400112028715
0,63,0.22621197174172106,0.1934918418466829
0,64,0.22526152911542505,0.19312429587876953
0,65,0.22430666885238296,0.19273846758083332
0,66,0.22334799978362702,0.19233539237992642
0,67,0.2223860913376108,0.19191605037121834
0,68,0.221421476194675,0.19148136960838744
0,69,0.2204546527449878,0.19103222917806212
0,70,0.21948608736589745,0.19056946207358108
0,71,0.2185162165332881,0.19009385788213928
0,72,0.2175454487801591,0.18960616529840962
0,73,0.2165741665145732,0.18910709447670387
0,74,0.21560272770800687,0.18859731923288237
0,75,0.2146314674642188,0.1880774791064147
0,76,0.21366069947787428,0.1875481812921751
0,77,0.21269071739142237,0.18701000245091143
0,78,0.21172179605794436,0.18646349040666468
0,79,0.21075419271712467,0.18590916573878774
0,80,0.2097881480908517,0.18534752327570864
0,81,0.20882388740447502,0.18477903349703714
0,82,0.2078616213391953,0.18420414385011705
0,83,0.2069015469206885,0.18362327998679917
0,84,0.20594384834861,0.18303684692561986
0,85,0.20498869777128714,0.18244523014441025
0,86,0.204036256009539,0.1818487966078221
0,87,0.20308667323330226,0.18124789573408448
0,88,0.202140089594396,0.18064286030488444
0,89,0.20119663581855082,0.18003400732210748
0,90,0.20025643375956537,0.1794216388148146
0,91,0.19931959691824272,0.178806042599674
0,92,0.19838623092855193,0.17818749299779332
0,93,0.1974564340132712,0.17756625151071623
0,94,0.19653029741124725,0.17694256745818063
0,95,0.1956079057781466,0.17631667858001474
0,96,0.1946893375625616,0.175688811604416
0,97,0.19377466535908847,0.17505918278470758
0,98,0.19286395623996133,0.17442799840650236
0,99,0.1919572720666268,0.1737954552671067
0,100,0.19105466978263466,0.17316174112886432
